  9%|████████████▎                                                                                                                         | 923/10000 [04:50<47:40,  3.17it/s]
         19479475 function calls (18666602 primitive calls) in 294.205 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 special.py:174(GenericIdentity)
        1    0.000    0.000    0.000    0.000 special.py:181(__new__)
        1    0.000    0.000    0.000    0.000 special.py:213(OneMatrix)
        1    0.000    0.000    0.000    0.000 special.py:68(GenericZeroMatrix)
        1    0.000    0.000    0.000    0.000 special.py:75(__new__)
        1    0.000    0.000    0.060    0.060 specialpolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:104(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:263(LegacySpecifier)
        7    0.000    0.000    0.000    0.000 specifiers.py:319(_require_version_compare)
        1    0.000    0.000    0.003    0.003 specifiers.py:333(Specifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:34(InvalidSpecifier)
        1    0.000    0.000    0.004    0.004 specifiers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:40(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:11(SpectralNorm)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:157(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:2(<module>)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:203(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:15(Ynm)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:267(Znm)
        1    0.000    0.000    0.000    0.000 split_module.py:16(Partition)
        1    0.000    0.000    0.000    0.000 split_module.py:2(<module>)
        1    0.000    0.000    0.002    0.002 split_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 split_utils.py:35(Component)
        1    0.000    0.000    0.000    0.000 splitter_base.py:184(FxNetSplitterInternalError)
        1    0.000    0.000    0.000    0.000 splitter_base.py:188(Subgraph)
        1    0.000    0.000    0.000    0.000 splitter_base.py:195(SplitResult)
        1    0.000    0.000    0.000    0.000 splitter_base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 splitter_base.py:258(_SplitterBase)
        1    0.000    0.000    0.000    0.000 splitter_base.py:38(_SplitterSettingBase)
        1    0.000    0.000    0.000    0.000 splitter_base.py:82(FxNetAccNodesFinder)
        1    0.000    0.000    0.000    0.000 spotlight.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spotlight.py:18(SpotlightClient)
        1    0.000    0.000    0.000    0.000 sprite.py:1043(LayeredDirty)
        1    0.000    0.000    0.000    0.000 sprite.py:1381(GroupSingle)
        1    0.000    0.000    0.000    0.000 sprite.py:1468(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:1569(collide_circle_ratio)
        1    0.000    0.000    0.002    0.002 sprite.py:21(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:249(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:344(AbstractGroup)
        1    0.000    0.000    0.000    0.000 sprite.py:623(Group)
        1    0.000    0.000    0.000    0.000 sprite.py:652(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:682(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:710(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:97(Sprite)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1346(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1421(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1440(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1505(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:2026(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:2170(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:844(SQLTable)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:217(SqrtdenestStopIteration)
     1198    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
     1198    0.028    0.000    0.030    0.000 sre_compile.py:276(_optimize_charset)
      307    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
      307    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
       24    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
     1398    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       63    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      608    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  371/300    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      237    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      320    0.001    0.000    0.005    0.000 sre_compile.py:536(_compile_info)
      640    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      320    0.000    0.000    0.051    0.000 sre_compile.py:598(_code)
      608    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
 3191/320    0.010    0.000    0.046    0.000 sre_compile.py:71(_compile)
      320    0.001    0.000    0.113    0.000 sre_compile.py:759(compile)
        3    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
     3660    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     7265    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
       40    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
    59801    0.006    0.000    0.009    0.000 sre_parse.py:164(__getitem__)
     1520    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
    24961    0.004    0.000    0.005    0.000 sre_parse.py:172(append)
 3662/822    0.004    0.000    0.005    0.000 sre_parse.py:174(getwidth)
      322    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    50792    0.008    0.000    0.008    0.000 sre_parse.py:233(__next)
     9987    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
    45175    0.006    0.000    0.013    0.000 sre_parse.py:254(get)
       41    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
      159    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     4456    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        5    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      400    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
     1327    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
      924    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
 1225/322    0.002    0.000    0.059    0.000 sre_parse.py:435(_parse_sub)
 2039/405    0.021    0.000    0.058    0.000 sre_parse.py:493(_parse)
      322    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
     1635    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      488    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
       12    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
      320    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      320    0.001    0.000    0.060    0.000 sre_parse.py:937(parse)
      488    0.000    0.000    0.004    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
      119    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      119    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      119    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      119    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      119    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      119    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.004    0.004 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:482(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:582(minimum_version)
        1    0.000    0.000    0.000    0.000 ssl.py:596(options)
        1    0.000    0.000    0.000    0.000 ssl.py:600(options)
        1    0.000    0.000    0.000    0.000 ssl.py:718(verify_mode)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.010    0.010 ssl_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_.py:223(create_urllib3_context)
        1    0.000    0.000    0.000    0.000 ssl_.py:24(<dictcomp>)
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:20(CertificateError)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:403(SSLProtocol)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 staging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1115(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2231(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2977(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3158(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3541(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:667(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:791(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:822(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:956(StataParser)
        1    0.000    0.000    0.000    0.000 stateful_action.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stateful_action.py:14(StickyActionV0)
        1    0.000    0.000    0.000    0.000 stateful_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stateful_observation.py:103(TimeAwareObservationV0)
        1    0.000    0.000    0.000    0.000 stateful_observation.py:283(FrameStackObservationV0)
        1    0.000    0.000    0.000    0.000 stateful_observation.py:37(DelayObservationV0)
        1    0.000    0.000    0.000    0.000 stateful_observation.py:395(NormalizeObservationV0)
        1    0.000    0.000    0.000    0.000 stateful_observation.py:443(MaxAndSkipObservationV0)
        1    0.000    0.000    0.000    0.000 stateful_reward.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stateful_reward.py:19(NormalizeRewardV1)
        1    0.000    0.000    0.000    0.000 stateless.py:2(<module>)
        1    0.000    0.000    0.000    0.000 stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stats.py:15(Summary)
        1    0.000    0.000    0.000    0.000 stats.py:21(FileCountsByCategory)
        1    0.000    0.000    0.000    0.000 stats.py:28(Stats)
        1    0.000    0.000    0.000    0.000 stats.py:7(FileStats)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
      928    0.002    0.000    0.005    0.000 std.py:101(acquire)
      928    0.001    0.000    0.002    0.000 std.py:105(release)
        4    0.000    0.000    0.000    0.000 std.py:109(__enter__)
        4    0.000    0.000    0.000    0.000 std.py:112(__exit__)
        1    0.000    0.000    0.000    0.000 std.py:1144(__del__)
      925    0.003    0.000    0.095    0.000 std.py:1147(__str__)
        1    0.000    0.000    0.007    0.007 std.py:115(create_mp_lock)
        2    0.000    0.000    0.000    0.000 std.py:1150(_comparable)
        2    0.000    0.000    0.000    0.000 std.py:1154(__hash__)
      925    0.003    0.000    0.224    0.000 std.py:1157(__iter__)
      923    0.006    0.000    0.220    0.000 std.py:1195(update)
        2    0.000    0.000    0.000    0.000 std.py:1262(close)
        2    0.000    0.000    0.000    0.000 std.py:1283(fp_write)
        1    0.000    0.000    0.000    0.000 std.py:1298(<lambda>)
        1    0.000    0.000    0.000    0.000 std.py:130(Bar)
      924    0.002    0.000    0.212    0.000 std.py:1322(refresh)
      925    0.003    0.000    0.004    0.000 std.py:1443(format_dict)
      925    0.002    0.000    0.202    0.000 std.py:1461(display)
      925    0.001    0.000    0.002    0.000 std.py:152(__init__)
      925    0.000    0.000    0.000    0.000 std.py:162(colour)
      925    0.000    0.000    0.000    0.000 std.py:166(colour)
      925    0.002    0.000    0.003    0.000 std.py:185(__format__)
        1    0.000    0.000    0.000    0.000 std.py:213(EMA)
        3    0.000    0.000    0.000    0.000 std.py:225(__init__)
     5539    0.004    0.000    0.004    0.000 std.py:230(__call__)
        1    0.000    0.000    0.000    0.000 std.py:244(tqdm)
     1849    0.002    0.000    0.007    0.000 std.py:285(format_interval)
        1    0.000    0.000    0.000    0.000 std.py:31(TqdmTypeError)
        1    0.000    0.000    0.000    0.000 std.py:326(status_printer)
      925    0.002    0.000    0.076    0.000 std.py:339(fp_write)
      925    0.002    0.000    0.105    0.000 std.py:345(print_status)
        1    0.000    0.000    0.000    0.000 std.py:35(TqdmKeyError)
      925    0.016    0.000    0.087    0.000 std.py:352(format_meter)
        1    0.000    0.000    0.000    0.000 std.py:39(TqdmWarning)
        1    0.000    0.000    0.000    0.000 std.py:51(TqdmExperimentalWarning)
        1    0.000    0.000    0.008    0.008 std.py:551(__new__)
        1    0.000    0.000    0.000    0.000 std.py:56(TqdmDeprecationWarning)
        1    0.000    0.000    0.000    0.000 std.py:567(_get_free_pos)
        1    0.000    0.000    0.000    0.000 std.py:570(<setcomp>)
        1    0.000    0.000    0.000    0.000 std.py:574(_decr_instances)
        1    0.000    0.000    0.000    0.000 std.py:61(TqdmMonitorWarning)
        1    0.000    0.000    0.007    0.007 std.py:648(get_lock)
        1    0.000    0.000    0.000    0.000 std.py:66(TRLock)
        1    0.000    0.000    0.000    0.000 std.py:75(TqdmDefaultWriteLock)
        1    0.000    0.000    0.001    0.001 std.py:837(__init__)
        1    0.000    0.000    0.007    0.007 std.py:89(__init__)
        1    0.000    0.000    0.000    0.000 std.py:97(<listcomp>)
        2    0.000    0.000    0.000    0.000 step_api_compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 step_api_compatibility.py:7(StepAPICompatibility)
        1    0.000    0.000    0.001    0.001 step_checksum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 step_checksum.py:24(RequestUpload)
        1    0.000    0.000    0.000    0.000 step_checksum.py:30(RequestStoreManifestFiles)
        1    0.000    0.000    0.000    0.000 step_checksum.py:36(RequestCommitArtifact)
        1    0.000    0.000    0.000    0.000 step_checksum.py:43(RequestFinish)
        1    0.000    0.000    0.000    0.000 step_checksum.py:52(StepChecksum)
        1    0.000    0.000    0.000    0.000 step_prepare.py:1(<module>)
        1    0.000    0.000    0.000    0.000 step_prepare.py:105(StepPrepare)
        1    0.000    0.000    0.000    0.000 step_prepare.py:28(RequestPrepare)
        1    0.000    0.000    0.000    0.000 step_prepare.py:33(RequestFinish)
        1    0.000    0.000    0.000    0.000 step_prepare.py:37(ResponsePrepare)
        1    0.000    0.000    0.001    0.001 step_upload.py:1(<module>)
        1    0.000    0.000    0.000    0.000 step_upload.py:48(RequestUpload)
        1    0.000    0.000    0.000    0.000 step_upload.py:58(RequestCommitArtifact)
        1    0.000    0.000    0.000    0.000 step_upload.py:65(RequestFinish)
        1    0.000    0.000    0.000    0.000 step_upload.py:69(EventJobDone)
        1    0.000    0.000    0.000    0.000 step_upload.py:77(StepUpload)
        1    0.000    0.000    0.000    0.000 storage.py:1254(_LegacyStorageMeta)
        1    0.000    0.000    0.000    0.000 storage.py:1263(_LegacyStorage)
        1    0.000    0.000    0.001    0.001 storage.py:2(<module>)
        1    0.000    0.000    0.000    0.000 storage.py:24(_StorageBase)
        3    0.000    0.000    0.000    0.000 storage.py:316(_share_memory_lock_protected)
        1    0.000    0.000    0.000    0.000 storage.py:350(UntypedStorage)
        1    0.000    0.000    0.000    0.000 storage.py:537(TypedStorage)
        1    0.000    0.000    0.000    0.000 storage_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storage_handler.py:16(StorageHandler)
        1    0.000    0.000    0.000    0.000 storage_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storage_layout.py:4(StorageLayout)
        1    0.000    0.000    0.000    0.000 storage_policy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storage_policy.py:15(StoragePolicy)
        1    0.000    0.000    0.003    0.003 store.py:1(<module>)
        1    0.000    0.000    0.000    0.000 store.py:13(Store)
        1    0.000    0.000    0.000    0.000 str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 str.py:1003(StrReprPrinter)
        1    0.000    0.000    0.000    0.000 str.py:20(StrPrinter)
        1    0.000    0.000    0.000    0.000 stream.py:322(DeltaApplyReader)
        1    0.000    0.000    0.000    0.000 stream.py:46(DecompressMemMapReader)
        1    0.000    0.000    0.000    0.000 stream.py:556(Sha1Writer)
        1    0.000    0.000    0.000    0.000 stream.py:590(FlexibleSha1Writer)
        1    0.000    0.000    0.000    0.000 stream.py:6(<module>)
        1    0.000    0.000    0.000    0.000 stream.py:605(ZippedStoreShaWriter)
        1    0.000    0.000    0.000    0.000 stream.py:640(FDCompressedSha1Writer)
        1    0.000    0.000    0.000    0.000 stream.py:680(FDStream)
        1    0.000    0.000    0.000    0.000 stream.py:714(NullStream)
        1    0.000    0.000    0.000    0.000 streamreader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 streamreader.py:9(StreamReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:101(Event)
        1    0.000    0.000    0.000    0.000 streams.py:118(ExternalStream)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:141(Event)
        1    0.000    0.000    0.000    0.000 streams.py:15(Stream)
        1    0.000    0.000    0.000    0.000 streams.py:16(Stream)
        2    0.000    0.000    0.000    0.000 streams.py:2(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
       25    0.000    0.000    0.000    0.000 string.py:37(capwords)
       80    0.000    0.000    0.000    0.000 string.py:48(<genexpr>)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:218(BaseStringArray)
        1    0.000    0.000    0.000    0.000 string_.py:230(StringArray)
        1    0.000    0.000    0.000    0.000 string_.py:68(StringDtype)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:63(ArrowStringArray)
        1    0.000    0.000    0.001    0.001 stringpict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringpict.py:18(stringPict)
        1    0.000    0.000    0.000    0.000 stringpict.py:355(prettyForm)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structured.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 structures.py:2(<module>)
       18    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       72    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 structures.py:8(DataChunkDF)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:86(__init__)
        1    0.000    0.000    0.000    0.000 stubs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 stubs.py:22(DeQuantStub)
        1    0.000    0.000    0.000    0.000 stubs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 stubs.py:39(QuantWrapper)
        1    0.000    0.000    0.000    0.000 stubs.py:5(QuantStub)
        1    0.000    0.000    0.000    0.000 studentT.py:13(StudentT)
        1    0.000    0.000    0.000    0.000 studentT.py:2(<module>)
        1    0.000    0.000    0.000    0.000 subfield.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subgraph_rewriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subgraph_rewriter.py:17(Match)
        1    0.000    0.000    0.000    0.000 subgraph_rewriter.py:24(ReplacedPatterns)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.004    0.004 subprocess.py:10(<module>)
        3    0.000    0.000    0.000    0.000 subprocess.py:1014(__enter__)
        3    0.000    0.000    0.000    0.000 subprocess.py:1017(__exit__)
        6    0.000    0.000    0.000    0.000 subprocess.py:1045(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        5    0.000    0.000    0.000    0.000 subprocess.py:1060(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        6    0.000    0.000    0.028    0.005 subprocess.py:1090(communicate)
        5    0.000    0.000    0.000    0.000 subprocess.py:1158(poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        8    0.000    0.000    0.000    0.000 subprocess.py:1164(_remaining_time)
        4    0.000    0.000    0.000    0.000 subprocess.py:1172(_check_timeout)
       11    0.000    0.000    0.000    0.000 subprocess.py:1184(wait)
        7    0.000    0.000    0.001    0.000 subprocess.py:1207(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        7    0.000    0.000    0.000    0.000 subprocess.py:1568(_get_handles)
        7    0.001    0.000    0.040    0.006 subprocess.py:1661(_execute_child)
      105    0.000    0.000    0.000    0.000 subprocess.py:1749(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        6    0.000    0.000    0.000    0.000 subprocess.py:1825(_handle_exitstatus)
       11    0.000    0.000    0.000    0.000 subprocess.py:1837(_internal_poll)
        6    0.000    0.000    0.000    0.000 subprocess.py:1872(_try_wait)
       11    0.000    0.000    0.000    0.000 subprocess.py:1885(_wait)
        2    0.000    0.000    0.019    0.010 subprocess.py:1926(_communicate)
        2    0.000    0.000    0.000    0.000 subprocess.py:2028(_save_input)
        7    0.000    0.000    0.000    0.000 subprocess.py:250(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:272(_optim_args_from_interpreter_flags)
        1    0.000    0.000    0.000    0.000 subprocess.py:282(_args_from_interpreter_flags)
        3    0.000    0.000    0.032    0.011 subprocess.py:377(check_output)
        1    0.000    0.000    0.000    0.000 subprocess.py:428(CompletedProcess)
        3    0.000    0.000    0.000    0.000 subprocess.py:439(__init__)
        3    0.000    0.000    0.032    0.011 subprocess.py:464(run)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        7    0.000    0.000    0.040    0.006 subprocess.py:756(__init__)
        1    0.000    0.000    0.000    0.000 subscheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suggestion_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:310(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 summary_record.py:1(<module>)
        1    0.000    0.000    0.000    0.000 summary_record.py:10(SummaryRecord)
        1    0.000    0.000    0.000    0.000 summary_record.py:42(SummaryItem)
        1    0.000    0.000    0.006    0.006 summations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 summations.py:40(Sum)
        1    0.000    0.000    0.000    0.000 surfarray.py:21(<module>)
        1    0.000    0.000    0.000    0.000 swa_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 swa_utils.py:342(SWALR)
        1    0.000    0.000    0.000    0.000 swa_utils.py:93(AveragedModel)
        1    0.000    0.000    0.001    0.001 sweeps.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sweeps.py:30(Sweep)
       42    0.000    0.000    0.000    0.000 sym_node.py:1008(_make_node_magic)
        6    0.000    0.000    0.000    0.000 sym_node.py:1214(_make_node_sizes_strides)
       82    0.000    0.000    0.000    0.000 sym_node.py:1303(_make_user_magic)
        1    0.000    0.000    0.001    0.001 sym_node.py:2(<module>)
       10    0.000    0.000    0.000    0.000 sym_node.py:538(_get_sym_node_fn)
        1    0.000    0.000    0.000    0.000 sym_node.py:66(SymNode)
       10    0.000    0.000    0.000    0.000 sym_node.py:789(_get_sym_math_fn)
        1    0.000    0.000    0.003    0.003 symbol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:206(Symbol)
        1    0.000    0.000    0.000    0.000 symbol.py:21(SymT)
        1    0.000    0.000    0.000    0.000 symbol.py:25(Str)
       48    0.000    0.000    0.000    0.000 symbol.py:254(_sanitize)
       12    0.000    0.000    0.000    0.000 symbol.py:285(__new__)
       40    0.000    0.000    0.000    0.000 symbol.py:298(__xnew__)
        4    0.000    0.000    0.000    0.000 symbol.py:344(__xnew_cached_)
        1    0.000    0.000    0.000    0.000 symbol.py:361(_hashable_content)
        1    0.000    0.000    0.000    0.000 symbol.py:373(assumptions0)
        1    0.000    0.000    0.000    0.000 symbol.py:408(Dummy)
       36    0.000    0.000    0.001    0.000 symbol.py:446(__new__)
        1    0.000    0.000    0.000    0.000 symbol.py:476(Wild)
       10    0.000    0.000    0.000    0.000 symbol.py:606(symbols)
       12    0.000    0.000    0.000    0.000 symbol.py:736(literal)
       10    0.000    0.000    0.000    0.000 symbol.py:750(<listcomp>)
