  9%|████████████▎                                                                                                                         | 923/10000 [04:50<47:40,  3.17it/s]
         19479475 function calls (18666602 primitive calls) in 294.205 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 misc.py:14(CloudpickleWrapper)
        6    0.000    0.000    0.000    0.000 misc.py:181(debug_decorator)
        1    0.000    0.000    0.000    0.000 misc.py:182(ExceptionVariable)
        1    0.000    0.000    0.000    0.000 misc.py:194(UnknownVariable)
        1    0.000    0.000    0.001    0.001 misc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:200(DelayGraphBreakVariable)
        1    0.000    0.000    0.000    0.000 misc.py:206(ComptimeVariable)
        1    0.000    0.000    0.000    0.000 misc.py:264(ClosureVariable)
        1    0.000    0.000    0.000    0.000 misc.py:279(InlinedClosureVariable)
        1    0.000    0.000    0.000    0.000 misc.py:293(NewCellVariable)
        1    0.000    0.000    0.000    0.000 misc.py:298(NewGlobalVariable)
        1    0.000    0.000    0.000    0.000 misc.py:303(InspectSignatureVariable)
       12    0.000    0.000    0.000    0.000 misc.py:305(func_name)
        1    0.000    0.000    0.000    0.000 misc.py:32(SuperVariable)
        1    0.000    0.000    0.000    0.000 misc.py:328(InspectParameterVariable)
        1    0.000    0.000    0.000    0.000 misc.py:342(AutogradFunctionVariable)
      171    0.000    0.000    0.000    0.000 misc.py:501(as_int)
        1    0.000    0.000    0.000    0.000 misc.py:517(SavedTensorBox)
        1    0.000    0.000    0.000    0.000 misc.py:522(AutogradFunctionContextVariable)
        1    0.000    0.000    0.000    0.000 misc.py:628(LambdaVariable)
        1    0.000    0.000    0.000    0.000 misc.py:639(GetAttrVariable)
        1    0.000    0.000    0.000    0.000 misc.py:733(MethodWrapperVariable)
        1    0.000    0.000    0.000    0.000 misc.py:757(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 misc.py:779(PythonModuleVariable)
        1    0.000    0.000    0.000    0.000 misc.py:807(TypingVariable)
        1    0.000    0.000    0.000    0.000 misc.py:849(NumpyVariable)
        1    0.000    0.000    0.000    0.000 misc.py:959(NullVariable)
        1    0.000    0.000    0.000    0.000 misc.py:972(DeletedVariable)
        1    0.000    0.000    0.000    0.000 misc.py:976(StringFormatVariable)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:35(IdentityFunction)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:379(MinMaxBase)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:683(Max)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:801(Min)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:864(Rem)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 missing.py:873(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:11(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mman.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mman.py:18(WindowCursor)
        1    0.000    0.000    0.000    0.000 mman.py:236(StaticWindowMapManager)
        1    0.000    0.000    0.000    0.000 mman.py:267(__init__)
        1    0.000    0.000    0.000    0.000 mman.py:470(SlidingWindowMapManager)
        1    0.000    0.000    0.000    0.000 mman.py:487(__init__)
        1    0.000    0.000    0.000    0.000 mmap_dict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mmap_dict.py:49(MmapedDict)
        1    0.000    0.000    0.000    0.000 mock.py:1038(_AnyComparer)
        1    0.000    0.000    0.000    0.000 mock.py:1069(CallableMixin)
        1    0.000    0.000    0.000    0.000 mock.py:1173(Mock)
        1    0.000    0.000    0.000    0.000 mock.py:1244(_patch)
        1    0.000    0.000    0.000    0.000 mock.py:1249(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:1289(__call__)
        1    0.000    0.000    0.000    0.000 mock.py:1326(decorate_callable)
        1    0.000    0.000    0.000    0.000 mock.py:1558(_get_target)
        1    0.000    0.000    0.000    0.000 mock.py:1646(patch)
        1    0.000    0.000    0.000    0.000 mock.py:1724(_patch_dict)
       15    0.000    0.000    0.000    0.000 mock.py:1899(<genexpr>)
       15    0.000    0.000    0.000    0.000 mock.py:1900(<genexpr>)
        1    0.000    0.000    0.000    0.000 mock.py:1923(<setcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:2032(MagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2063(NonCallableMagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:2075(AsyncMagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2081(MagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:2103(MagicProxy)
        1    0.000    0.000    0.000    0.000 mock.py:2121(AsyncMockMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2304(AsyncMock)
        1    0.000    0.000    0.000    0.000 mock.py:2347(_ANY)
        1    0.000    0.000    0.000    0.000 mock.py:2381(_Call)
        1    0.000    0.000    0.000    0.000 mock.py:2400(__new__)
        1    0.000    0.000    0.000    0.000 mock.py:2432(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:2728(_SpecState)
        1    0.000    0.000    0.000    0.000 mock.py:276(_SentinelObject)
        3    0.000    0.000    0.000    0.000 mock.py:278(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:2836(PropertyMock)
        1    0.000    0.000    0.000    0.000 mock.py:2876(_AsyncIterator)
        1    0.000    0.000    0.000    0.000 mock.py:288(_Sentinel)
        1    0.000    0.000    0.000    0.000 mock.py:290(__init__)
        3    0.000    0.000    0.000    0.000 mock.py:293(__getattr__)
        8    0.000    0.000    0.000    0.000 mock.py:317(_delegating_property)
        1    0.000    0.000    0.000    0.000 mock.py:336(_CallList)
        1    0.000    0.000    0.000    0.000 mock.py:383(_MockIter)
        1    0.000    0.000    0.000    0.000 mock.py:389(Base)
        1    0.000    0.000    0.000    0.000 mock.py:39(<setcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:397(NonCallableMock)
        1    0.019    0.019    0.020    0.020 mock.py:7(<module>)
        1    0.000    0.000    0.001    0.001 mod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mod.py:11(Mod)
        1    0.000    0.000    0.013    0.013 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1067(SchemaKind)
        1    0.000    0.000    0.000    0.000 model.py:1081(NativeFunctionsGroup)
        1    0.000    0.000    0.000    0.000 model.py:1200(BackendMetadata)
        1    0.000    0.000    0.000    0.000 model.py:1223(UfuncInnerLoop)
        1    0.000    0.000    0.000    0.000 model.py:1251(BackendIndex)
        1    0.000    0.000    0.000    0.000 model.py:1364(FunctionSchema)
        1    0.000    0.000    0.000    0.000 model.py:1746(Annotation)
        1    0.000    0.000    0.000    0.000 model.py:1805(Type)
        1    0.000    0.000    0.000    0.000 model.py:1860(BaseTy)
        1    0.000    0.000    0.000    0.000 model.py:1882(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:1903(OptionalType)
        1    0.000    0.000    0.000    0.000 model.py:1924(CustomClassType)
        1    0.000    0.000    0.000    0.000 model.py:1957(ListType)
        1    0.000    0.000    0.000    0.000 model.py:1979(Argument)
        1    0.000    0.000    0.000    0.000 model.py:2070(Return)
        1    0.000    0.000    0.000    0.000 model.py:2127(SelfArgument)
        1    0.000    0.000    0.000    0.000 model.py:2135(TensorOptionsArguments)
        1    0.000    0.000    0.000    0.000 model.py:2146(Arguments)
        1    0.000    0.000    0.000    0.000 model.py:239(_TorchDispatchModeKey)
        1    0.000    0.000    0.000    0.000 model.py:2478(BaseOperatorName)
        1    0.000    0.000    0.000    0.000 model.py:2571(OperatorName)
        1    0.000    0.000    0.000    0.000 model.py:2646(NativeFunctionsViewGroup)
        1    0.000    0.000    0.000    0.000 model.py:2773(Precompute)
        1    0.000    0.000    0.000    0.000 model.py:330(ScalarType)
        1    0.000    0.000    0.000    0.000 model.py:37(Location)
        1    0.000    0.000    0.000    0.000 model.py:403(UfuncKey)
        1    0.000    0.000    0.000    0.000 model.py:429(DeviceCheckType)
        1    0.000    0.000    0.000    0.000 model.py:434(ViewSchemaKind)
        1    0.000    0.000    0.000    0.000 model.py:452(NativeFunction)
        1    0.000    0.000    0.000    0.000 model.py:47(Variant)
        1    0.000    0.000    0.000    0.000 model.py:68(<listcomp>)
        1    0.000    0.000    0.001    0.001 model.py:77(DispatchKey)
        2    0.000    0.000    0.002    0.001 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:10(CharsetMatch)
        1    0.000    0.000    0.000    0.000 models.py:206(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 models.py:225(CharsetMatches)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 models.py:296(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 modular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modularinteger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modularinteger.py:14(ModularInteger)
114504/28626    0.089    0.000   17.553    0.001 module.py:1549(_wrapped_call_impl)
114504/28626    0.167    0.000   17.521    0.001 module.py:1555(_call_impl)
   318639    0.122    0.000    0.122    0.000 module.py:1716(__getattr__)
       56    0.000    0.000    0.000    0.000 module.py:1731(__setattr__)
       29    0.000    0.000    0.000    0.000 module.py:1732(remove_from)
     7388    0.009    0.000    0.018    0.000 module.py:1826(_save_to_state_dict)
7388/1847    0.016    0.000    0.036    0.000 module.py:1865(state_dict)
        4    0.000    0.000    0.000    0.000 module.py:1996(_load_from_state_dict)
        2    0.000    0.000    0.018    0.009 module.py:2(<module>)
        4    0.000    0.000    0.000    0.000 module.py:2036(<dictcomp>)
        4    0.000    0.000    0.000    0.000 module.py:2038(<dictcomp>)
        1    0.000    0.000    0.000    0.000 module.py:2127(load_state_dict)
      4/1    0.000    0.000    0.000    0.000 module.py:2179(load)
        3    0.000    0.000    0.000    0.000 module.py:2188(<dictcomp>)
    14812    0.016    0.000    0.042    0.000 module.py:2219(_named_members)
    14789    0.004    0.000    0.050    0.000 module.py:2233(parameters)
    14812    0.004    0.000    0.046    0.000 module.py:2258(named_parameters)
     7405    0.003    0.000    0.003    0.000 module.py:2286(<lambda>)
20363/9257    0.013    0.000    0.014    0.000 module.py:2395(named_modules)
        1    0.000    0.000    0.000    0.000 module.py:31(_IncompatibleKeys)
        1    0.000    0.000    0.001    0.001 module.py:355(Module)
       13    0.000    0.000    0.000    0.000 module.py:429(__init__)
       20    0.000    0.000    0.000    0.000 module.py:529(register_parameter)
        1    0.000    0.000    0.000    0.000 module.py:57(_WrappedHook)
        1    0.000    0.000    0.000    0.000 module.py:7(set_global)
        2    0.000    0.000    0.001    0.001 modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modules.py:1001(SubQuotientModule)
        1    0.000    0.000    0.000    0.000 modules.py:1092(ModuleOrder)
        1    0.000    0.000    0.000    0.000 modules.py:1102(SubModulePolyRing)
        1    0.000    0.000    0.000    0.000 modules.py:1280(ModuleElement)
        1    0.000    0.000    0.000    0.000 modules.py:1282(SubModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 modules.py:1324(QuotientModuleElement)
        1    0.000    0.000    0.000    0.000 modules.py:1335(QuotientModule)
        1    0.000    0.000    0.000    0.000 modules.py:159(ModuleElement)
        1    0.000    0.000    0.000    0.000 modules.py:1644(PowerBasisElement)
        1    0.000    0.000    0.000    0.000 modules.py:1743(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 modules.py:1844(ModuleEndomorphism)
        1    0.000    0.000    0.000    0.000 modules.py:1864(InnerEndomorphism)
        1    0.000    0.000    0.000    0.000 modules.py:1886(EndomorphismRing)
        1    0.000    0.000    0.000    0.000 modules.py:204(Module)
        1    0.000    0.000    0.000    0.000 modules.py:259(FreeModuleElement)
        1    0.000    0.000    0.000    0.000 modules.py:282(FreeModule)
        1    0.000    0.000    0.000    0.000 modules.py:43(Module)
        1    0.000    0.000    0.000    0.000 modules.py:450(FreeModulePolyRing)
        1    0.000    0.000    0.000    0.000 modules.py:500(FreeModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 modules.py:602(SubModule)
        1    0.000    0.000    0.000    0.000 modules.py:698(PowerBasis)
        1    0.000    0.000    0.000    0.000 modules.py:840(Submodule)
        1    0.000    0.000    0.000    0.000 molecule.py:1(<module>)
        1    0.000    0.000    0.000    0.000 molecule.py:25(Molecule)
        1    0.000    0.000    0.000    0.000 monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monitor.py:17(Monitor)
        1    0.000    0.000    0.000    0.000 monitor.py:26(__init__)
        1    0.000    0.000    0.000    0.000 monomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monomials.py:394(MonomialOps)
        1    0.000    0.000    0.000    0.000 monomials.py:506(Monomial)
        1    0.000    0.000    0.000    0.000 mpelements.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mpelements.py:14(RealElement)
       20    0.000    0.000    0.000    0.000 mpelements.py:20(_set_mpf)
       10    0.000    0.000    0.000    0.000 mpelements.py:23(<lambda>)
        1    0.000    0.000    0.000    0.000 mpelements.py:28(ComplexElement)
        4    0.000    0.000    0.000    0.000 mpelements.py:34(_set_mpc)
        1    0.000    0.000    0.000    0.000 mpelements.py:44(MPContext)
        2    0.000    0.000    0.000    0.000 mpelements.py:47(__init__)
        2    0.000    0.000    0.000    0.000 mpelements.py:94(_make_tol)
        1    0.000    0.000    0.013    0.013 mul.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mul.py:22(NC_Marker)
        1    0.000    0.000    0.000    0.000 mul.py:92(Mul)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:117(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:156(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:197(names_compat)
        1    0.000    0.000    0.001    0.001 multi.py:216(MultiIndex)
        1    0.000    0.000    0.000    0.000 multi_binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi_binary.py:12(MultiBinary)
        1    0.000    0.000    0.000    0.000 multi_discrete.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi_discrete.py:14(MultiDiscrete)
        1    0.000    0.000    0.000    0.000 multi_episode_env.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi_episode_env.py:9(MultiEpisodeEnv)
        1    0.000    0.000    0.000    0.000 multi_episode_parallel_env.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi_episode_parallel_env.py:9(MultiEpisodeParallelEnv)
        1    0.000    0.000    0.000    0.000 multi_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi_handler.py:14(MultiHandler)
        1    0.000    0.000    0.009    0.009 multiarray.py:1(<module>)
       18    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
   142217    0.013    0.000    0.013    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        1    0.000    0.000    0.000    0.000 multiarray.py:736(dot)
        1    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multidimensional.py:56(vectorize)
        2    0.000    0.000    0.000    0.000 multidimensional.py:81(__init__)
        2    0.000    0.000    0.000    0.000 multidimensional.py:93(__call__)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:12(Multinomial)
        1    0.000    0.000    0.000    0.000 multinomial.py:2(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:85(MultivariateNormal)
        1    0.000    0.000    0.001    0.001 mutable_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:4(MutableNDimArray)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:14(MutationTracker)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:60(GenerationTracker)
        1    0.000    0.000    0.000    0.000 nadam.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nadam.py:27(NAdam)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nanops.py:1073(_nanminmax)
        1    0.000    0.000    0.000    0.000 nanops.py:109(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:110(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:114(__call__)
        6    0.000    0.000    0.000    0.000 nanops.py:1706(make_nancomp)
        4    0.000    0.000    0.000    0.000 nanops.py:400(_datetimelike_compat)
        4    0.000    0.000    0.000    0.000 nanops.py:465(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 nanops.py:67(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:77(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:78(__init__)
       29    0.000    0.000    0.000    0.000 nanops.py:80(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:85(__call__)
        1    0.000    0.000    0.000    0.000 nccl.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 ndim_array.py:590(ImmutableNDimArray)
        1    0.000    0.000    0.000    0.000 ndim_array.py:86(NDimArray)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:16(NegativeBinomial)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:2(<module>)
        1    0.000    0.000    0.003    0.003 net_min_base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 net_min_base.py:33(FxNetMinimizerBadModuleError)
        1    0.000    0.000    0.000    0.000 net_min_base.py:42(FxNetMinimizerRunFuncError)
        1    0.000    0.000    0.000    0.000 net_min_base.py:51(FxNetMinimizerResultMismatchError)
        1    0.000    0.000    0.000    0.000 net_min_base.py:60(_MinimizerSettingBase)
        1    0.000    0.000    0.000    0.000 net_min_base.py:91(_MinimizerBase)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
       10    0.000    0.000    0.000    0.000 netrc.py:113(authenticators)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
       10    0.000    0.000    0.002    0.000 netrc.py:23(__init__)
       10    0.000    0.000    0.002    0.000 netrc.py:32(_parse)
        2    0.000    0.000    0.000    0.000 network.py:1(<module>)
      923    0.006    0.000    0.219    0.000 network.py:14(forward)
        1    0.000    0.000    0.000    0.000 network.py:20(NetworkSent)
        1    0.000    0.000    0.000    0.000 network.py:21(RNN_AGENT)
        1    0.000    0.000    0.032    0.032 network.py:23(__init__)
     2772    0.006    0.000    0.025    0.000 network.py:30(init_hidden)
    27703    0.190    0.000   17.197    0.001 network.py:34(forward)
        1    0.000    0.000    0.000    0.000 network.py:45(NetworkRecv)
        1    0.000    0.000    0.000    0.000 network.py:5(DQN)
        2    0.000    0.000    0.014    0.007 network.py:7(__init__)
        1    0.000    0.000    0.000    0.000 network.py:71(Network)
        1    0.000    0.000    0.000    0.000 nn_module.py:142(NNModuleVariable)
        1    0.000    0.000    0.000    0.000 nn_module.py:3(<module>)
        1    0.000    0.000    0.000    0.000 nn_module.py:749(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 nn_module.py:940(FSDPManagedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 no_fragment_cycles.py:1(<module>)
        1    0.000    0.000    0.000    0.000 no_fragment_cycles.py:5(NoFragmentCycles)
        1    0.000    0.000    0.000    0.000 no_undefined_variables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 no_undefined_variables.py:5(NoUndefinedVariables)
        1    0.000    0.000    0.000    0.000 no_unused_fragments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 no_unused_fragments.py:5(NoUnusedFragments)
        1    0.000    0.000    0.000    0.000 no_unused_variables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 no_unused_variables.py:5(NoUnusedVariables)
        1    0.000    0.000    0.000    0.000 node.py:141(Node)
        1    0.000    0.000    0.007    0.007 node.py:4(<module>)
        1    0.000    0.000    0.000    0.000 node.py:62(has_side_effect)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 nonhomogeneous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:13(Normal)
        1    0.000    0.000    0.000    0.000 normal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 normalforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:122(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 normalization.py:15(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:162(InstanceNorm3d)
        2    0.000    0.000    0.000    0.000 normalization.py:2(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:210(GroupNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:296(RMSNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:47(GroupNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:6(LayerNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:66(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 normalization.py:82(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 normalization.py:90(LayerNorm)
        2    0.000    0.000    0.000    0.000 normalize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalize.py:103(NormalizeReward)
      118    0.000    0.000    0.000    0.000 normalize.py:34(normalize_exceptions)
        1    0.000    0.000    0.000    0.000 normalize.py:48(NormalizeObservation)
        1    0.000    0.000    0.000    0.000 normalize.py:7(RunningMeanStd)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
      150    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
        1    0.000    0.000    0.000    0.000 ntpath.py:2(<module>)
      150    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
      150    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        2    0.000    0.000    0.018    0.009 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1029(euler)
        1    0.000    0.000    0.000    0.000 numbers.py:1186(catalan)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:1332(genocchi)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:1472(andre)
        1    0.000    0.000    0.000    0.000 numbers.py:1483(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:1587(partition)
        2    0.000    0.000    0.000    0.000 numbers.py:1588(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:1682(_MultisetHistogram)
        5    0.000    0.000    0.000    0.000 numbers.py:1872(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:195(fibonacci)
        1    0.000    0.000    0.000    0.000 numbers.py:2048(Integer)
        5    0.000    0.000    0.000    0.000 numbers.py:2089(__new__)
       47    0.000    0.000    0.000    0.000 numbers.py:2243(__eq__)
       18    0.000    0.000    0.000    0.000 numbers.py:2253(__gt__)
        3    0.000    0.000    0.000    0.000 numbers.py:2262(__lt__)
      124    0.000    0.000    0.000    0.000 numbers.py:2289(__hash__)
        2    0.000    0.000    0.000    0.000 numbers.py:229(igcd)
        1    0.000    0.000    0.000    0.000 numbers.py:2322(motzkin)
        1    0.000    0.000    0.000    0.000 numbers.py:2507(AlgebraicNumber)
        2    0.000    0.000    0.000    0.000 numbers.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:279(lucas)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:3027(RationalConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:3040(IntegerConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:3047(Zero)
        1    0.000    0.000    0.000    0.000 numbers.py:3115(One)
        4    0.000    0.000    0.000    0.000 numbers.py:3147(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:3166(NegativeOne)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:3230(Half)
        1    0.000    0.000    0.000    0.000 numbers.py:3262(Infinity)
        1    0.000    0.000    0.000    0.000 numbers.py:331(tribonacci)
        1    0.000    0.000    0.000    0.000 numbers.py:3418(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 numbers.py:3452(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3584(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 numbers.py:3619(NaN)
        1    0.000    0.000    0.000    0.000 numbers.py:3741(ComplexInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3821(NumberSymbol)
        6    0.000    0.000    0.000    0.000 numbers.py:3874(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:3878(Exp1)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:4033(Pi)
        1    0.000    0.000    0.000    0.000 numbers.py:4101(GoldenRatio)
        1    0.000    0.000    0.000    0.000 numbers.py:4164(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:421(bernoulli)
        1    0.000    0.000    0.000    0.000 numbers.py:4234(EulerGamma)
        1    0.000    0.000    0.000    0.000 numbers.py:4293(Catalan)
        1    0.000    0.000    0.000    0.000 numbers.py:4356(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 numbers.py:4588(_register_classes)
        1    0.000    0.000    0.000    0.000 numbers.py:55(carmichael)
        1    0.000    0.000    0.000    0.000 numbers.py:556(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:611(bell)
        2    0.000    0.000    0.000    0.000 numbers.py:678(__float__)
        3    0.000    0.000    0.000    0.000 numbers.py:708(class_key)
        3    0.000    0.000    0.000    0.000 numbers.py:712(sort_key)
        1    0.000    0.000    0.000    0.000 numbers.py:764(harmonic)
        1    0.000    0.000    0.000    0.000 numbers.py:856(Float)
